,ID,eth
1313,HG01498,CLM
1314,HG01509,IBS
1315,HG01501,IBS
1316,HG01506,IBS
1317,HG01516,IBS
1318,HG01513,IBS
1319,HG01518,IBS
1320,HG01528,IBS
1321,HG01597,KHV
1322,HG01525,IBS
1323,HG01600,KHV
1324,HG01605,IBS
1325,HG01537,IBS
1326,HG01612,IBS
1327,HG01530,IBS
1328,HG01405,PUR
1329,HG01566,PEL
1330,HG01412,PUR
1331,HG01431,CLM
1332,HG01578,PEL
1333,HG01443,CLM
1334,HG01617,IBS
1335,HG01455,CLM
1336,HG01624,IBS
1337,HG01462,CLM
1338,HG01474,CLM
1339,HG01631,IBS
1340,HG01479,CLM
1341,HG01551,CLM
1343,HG01556,CLM
1344,HG01489,CLM
1345,HG01491,CLM
1346,HG01669,IBS
1347,HG01679,IBS
1348,HG01676,IBS
1349,HG01686,IBS
1350,HG01695,IBS
1351,HG01708,IBS
1352,HG01768,IBS
1353,HG01710,IBS
1354,HG01770,IBS
1355,HG01746,IBS
1356,HG01775,IBS
1357,HG01765,IBS
1358,HG01441,CLM
1359,HG02009,ACB
1361,HG01465,CLM
1362,HG02016,KHV
1363,HG02023,KHV
1364,HG01756,IBS
1365,HG01777,IBS
1366,HG01784,IBS
1367,HG01789,GBR
1368,HG01953,PEL
1369,HG01791,GBR
1370,HG01958,ACB
1371,HG01796,CDX
1372,HG01974,PEL
1373,HG01965,PEL
1374,HG01979,PEL
1375,HG01977,PEL
1376,HG01986,ACB
1377,HG01989,ACB
1378,HG01892,PEL
1379,HG01927,PEL
1380,HG01912,ACB
1381,HG01917,PEL
1382,HG01939,PEL
1383,HG01924,PEL
1384,HG01941,PEL
1385,HG01866,KHV
1386,HG01864,KHV
1387,HG01873,KHV
1388,HG01869,KHV
1389,HG01878,KHV
1390,HG01871,KHV
1391,HG01880,ACB
1392,HG01883,ACB
1393,HG01885,ACB
1394,HG02019,KHV
1395,HG01948,PEL
1396,HG01950,PEL
1397,HG02026,KHV
1399,HG02040,KHV
1400,HG00158,GBR
1401,HG01967,PEL
1402,HG00160,GBR
1403,HG01936,PEL
1404,HG01890,ACB
1405,HG00177,FIN
1406,HG00189,FIN
1407,HG01842,KHV
1408,HG01915,ACB
1409,HG00235,GBR
1410,HG01847,KHV
1411,HG01991,PEL
1412,HG00242,GBR
1413,HG01859,KHV
1414,HG02002,PEL
1416,HG01861,KHV
1417,HG02014,ACB
1418,HG00254,GBR
1419,HG01804,CDX
1420,HG01840,KHV
1421,HG00259,GBR
1422,HG01809,CDX
1423,HG01845,KHV
1424,HG00261,GBR
1425,HG01811,CDX
1426,HG01852,KHV
1427,HG00266,FIN
1428,HG01816,CDX
1429,HG01857,KHV
1430,HG00273,FIN
1431,HG02282,ACB
1432,HG01794,CDX
1433,HG00278,FIN
1434,HG01799,CDX
1435,HG00280,FIN
1436,HG02299,PEL
1437,HG01802,CDX
1438,HG00285,FIN
1439,HG01807,CDX
1440,HG00103,GBR
1441,HG02307,ACB
1442,HG02076,KHV
1443,HG00108,GBR
1444,HG02143,ACB
1445,HG00110,GBR
1446,HG02088,KHV
1447,HG00115,GBR
1448,HG02150,PEL
1449,HG02090,PEL
1450,HG00122,GBR
1451,HG02155,CDX
1452,HG02095,ACB
1453,HG00127,GBR
1454,HG02028,KHV
1455,HG02278,PEL
1456,HG00134,GBR
1457,HG00139,GBR
1458,HG02035,KHV
1459,HG02285,PEL
1460,HG00141,GBR
1461,HG02047,KHV
1462,HG02292,PEL
1463,HG00146,GBR
1464,HG02054,ACB
1465,HG00312,FIN
1466,HG02139,KHV
1467,HG00324,FIN
1468,HG02061,KHV
1469,HG02141,KHV
1470,HG00329,FIN
1471,HG02073,KHV
1472,HG02146,PEL
1473,HG00331,FIN
1474,HG02078,KHV
1475,HG02153,CDX
1476,HG00336,FIN
1477,HG02179,CDX
1478,HG02052,ACB
1479,HG00343,FIN
1480,HG02181,CDX
1481,HG02057,KHV
1482,HG00350,FIN
1483,HG02186,CDX
1484,HG02064,KHV
1485,HG00355,FIN
1487,HG02069,KHV
1488,HG00362,FIN
1489,HG02220,IBS
1490,HG00367,FIN
1491,HG00475,CHS
1492,HG02085,KHV
1493,HG02259,PEL
1494,HG02105,PEL
1495,HG02266,PEL
1496,HG02131,KHV
1497,HG00533,CHS
1498,HG02136,KHV
1499,HG02108,ACB
1500,HG02122,KHV
1501,HG02232,IBS
1502,HG02127,KHV
1503,HG00557,CHS
1504,HG02134,KHV
1505,HG00583,CHS
1506,HG02256,ACB
1507,HG02312,PEL
1508,HG00379,FIN
1509,HG02275,PEL
1510,HG02317,ACB
1511,HG00381,FIN
1512,HG02343,ACB
1513,HG00406,CHS
1514,HG02223,IBS
1516,HG02624,GWD
1517,HG02230,IBS
1518,HG02629,GWD
1519,HG02235,IBS
1520,HG00437,CHS
1521,HG02165,CDX
1522,HG02643,GWD
1523,HG02184,CDX
1524,HG00449,CHS
1525,HG02648,PJL
1527,HG00451,CHS
1528,HG00463,CHS
1529,HG02655,PJL
1530,HG02691,PJL
1531,HG02696,PJL
1532,HG00641,PUR
1533,HG02561,GWD
1534,HG00653,CHS
1535,HG02573,GWD
1536,HG02716,GWD
1537,HG02580,ACB
1538,HG00672,CHS
1539,HG02585,GWD
1540,HG02728,PJL
1541,HG00684,CHS
1542,HG02597,PJL
1543,HG02603,PJL
1544,HG00689,CHS
1545,HG02600,PJL
1546,HG02610,GWD
1547,HG00867,CDX
1548,HG02667,GWD
1549,HG00879,CDX
1550,HG02679,GWD
1551,HG02634,GWD
1552,HG00881,CDX
1553,HG02681,PJL
1554,HG02646,GWD
1555,HG00956,CDX
1556,HG02557,ACB
1557,HG00982,CDX
1559,HG01029,CDX
1560,HG02427,ACB
1561,HG02571,GWD
1562,HG01031,CDX
1563,HG02439,ACB
1564,HG02583,GWD
1565,HG01048,PUR
1566,HG02465,GWD
1567,HG02588,GWD
1568,HG02477,ACB
1569,HG01055,PUR
1570,HG02484,ACB
1571,HG02595,GWD
1572,HG02489,ACB
1573,HG02420,ACB
1574,HG00704,CHS
1575,HG02491,PJL
1576,HG02425,PEL
1577,HG02496,ACB
1578,HG02449,ACB
1580,HG02511,ACB
1581,HG00728,CHS
1582,HG02348,PEL
1583,HG02554,ACB
1584,HG02355,CDX
1585,HG00742,PUR
1587,HG02367,CDX
1588,HG00759,CDX
1589,HG02390,CDX
1590,HG02374,CDX
1591,HG00766,CDX
1592,HG02395,CDX
1593,HG02379,CDX
1594,HG00590,CHS
1595,HG02408,CDX
1597,HG00595,CHS
1598,HG02410,CDX
1599,HG00608,CHS
1600,HG02314,ACB
1601,HG02658,PJL
1602,HG00610,CHS
1603,HG02660,PJL
1604,HG02345,PEL
1605,HG00622,CHS
1606,HG02364,CDX
1607,HG02684,PJL
1608,HG02371,CDX
1609,HG02502,ACB
1610,HG00634,CHS
1611,HG02383,CDX
1612,HG01170,PUR
1613,HG02819,GWD
1614,HG02521,KHV
1615,HG01182,PUR
1616,HG02545,ACB
1617,HG01187,PUR
1618,HG02840,GWD
1619,HG02470,ACB
1620,HG02852,GWD
1621,HG02494,PJL
1623,HG02386,CDX
1624,HG01257,CLM
1625,HG02398,CDX
1626,HG01067,PUR
1627,HG02401,CDX
1628,HG02888,GWD
1629,HG02406,CDX
1630,HG01079,PUR
1631,HG02890,GWD
1632,HG02895,GWD
1633,HG02792,PJL
1634,HG01086,PUR
1635,HG02922,ESN
1636,HG01098,PUR
1637,HG02805,GWD
1638,HG01101,PUR
1639,HG02977,ESN
1640,HG02817,GWD
1641,HG01113,CLM
1642,HG03007,BEB
1643,HG01125,CLM
1644,HG03019,PJL
1645,HG02759,GWD
1646,HG01137,CLM
1647,HG03021,PJL
1648,HG01149,CLM
1649,HG01168,PUR
1651,HG02778,PJL
1652,HG03040,GWD
1653,HG02780,PJL
1654,HG01334,GBR
1655,HG03045,GWD
1656,HG01341,CLM
1657,HG03052,MSL
1658,HG02982,GWD
1659,HG03057,MSL
1660,HG03012,BEB
1661,HG01353,CLM
1662,HG02737,PJL
1663,HG02756,GWD
1664,HG02836,GWD
1665,HG01360,CLM
1666,HG02763,GWD
1667,HG02855,GWD
1668,HG01365,CLM
1669,HG02768,GWD
1670,HG01372,CLM
1671,HG02879,GWD
1672,HG01377,CLM
1673,HG02775,PJL
1674,HG02881,GWD
1675,HG02787,PJL
1676,HG01531,IBS
1677,HG03024,GWD
1678,HG01536,IBS
1679,HG02799,GWD
1680,HG01550,CLM
1681,HG02807,GWD
1682,HG03048,GWD
1683,HG02814,GWD
1684,HG03064,MSL
1685,HG03055,MSL
1686,HG01586,PJL
1687,HG03069,MSL
1688,HG01435,CLM
1690,HG03088,MSL
1691,HG01447,CLM
1692,HG03095,MSL
1693,HG03118,ESN
1694,HG03120,ESN
1695,HG01459,CLM
1696,HG02941,ESN
1697,HG01461,CLM
1698,HG02946,ESN
1699,HG03132,ESN
1700,HG02953,ESN
1701,HG01593,PJL
1703,HG01598,KHV
1704,HG03074,MSL
1705,HG03079,MSL
1706,HG01606,IBS
1707,HG02725,PJL
1708,HG03081,MSL
1709,HG01613,IBS
1710,HG03103,ESN
1711,HG03086,MSL
1712,HG01384,CLM
1713,HG03108,ESN
1714,HG02944,ESN
1715,HG01389,CLM
1716,HG02968,ESN
1717,HG03115,ESN
1718,HG02970,ESN
1719,HG01396,PUR
1720,HG03247,GWD
1721,HG03461,MSL
1722,HG03259,GWD
1723,HG01269,CLM
1724,HG03473,MSL
1725,HG01271,CLM
1726,HG03280,ESN
1727,HG03478,MSL
1728,HG03196,ESN
1729,HG01303,PUR
1730,HG03209,MSL
1731,HG03485,MSL
1732,HG01308,PUR
1733,HG03228,PJL
1734,HG03240,GWD
1737,HG03235,PJL
1738,HG03271,ESN
1740,HG03432,MSL
1741,HG03295,ESN
1742,HG01485,CLM
1743,HG03437,MSL
1744,HG03303,ESN
1745,HG01492,CLM
1746,HG03449,MSL
1747,HG01497,CLM
1748,HG03451,MSL
1749,HG01500,IBS
1751,HG01618,IBS
1752,HG03343,ESN
1753,HG03163,ESN
1754,HG01620,IBS
1755,HG03168,ESN
1756,HG01625,IBS
1757,HG01632,IBS
1758,HG03367,ESN
1759,HG03175,ESN
1760,HG01668,IBS
1761,HG01670,IBS
1762,HG03199,ESN
1763,HG01675,IBS
1764,HG03127,ESN
1765,HG03202,ESN
1766,HG03238,PJL
1767,HG01512,IBS
1768,HG03139,ESN
1769,HG03517,ESN
1770,HG01524,IBS
1771,HG03297,ESN
1772,HG03428,MSL
1773,HG01815,CDX
1774,HG03300,ESN
1775,HG03442,MSL
1776,HG01841,KHV
1778,HG01846,KHV
1780,HG01853,KHV
1781,HG03160,ESN
1782,HG01858,KHV
1783,HG03172,ESN
1784,HG03372,ESN
1785,HG01860,KHV
1786,HG03189,ESN
1787,HG03391,MSL
1788,HG01771,IBS
1789,HG01776,IBS
1790,HG03393,MSL
1791,HG03644,STU
1792,HG01783,IBS
1793,HG03398,MSL
1794,HG03649,PJL
1795,HG01790,GBR
1796,HG03401,MSL
1797,HG01947,PEL
1799,HG01954,PEL
1800,HG03470,MSL
1801,HG03663,PJL
1802,HG03538,GWD
1803,HG03668,PJL
1804,HG01961,PEL
1805,HG01682,IBS
1806,HG03557,MSL
1808,HG03733,STU
1809,HG01694,IBS
1811,HG03738,STU
1812,HG01699,IBS
1813,HG03571,MSL
1814,HG03740,STU
1815,HG01702,IBS
1816,HG03745,STU
1817,HG01865,KHV
1818,HG03696,STU
1820,HG01872,KHV
1822,HG03709,PJL
1823,HG01923,PEL
1824,HG03711,STU
1825,HG03625,PJL
1826,HG03716,ITU
1828,HG01935,PEL
1830,HG03702,PJL
1831,HG01942,PEL
1832,HG03499,ESN
1833,HG01889,ACB
1834,HG03514,ESN
1835,HG03714,ITU
1836,HG03752,STU
1837,HG01896,ACB
1838,HG03521,ESN
1839,HG03757,STU
1841,HG01707,IBS
1842,HG03771,ITU
1843,HG01757,IBS
1844,HG03646,STU
1845,HG03653,PJL
1846,HG03788,ITU
1847,HG01795,CDX
1848,HG03660,PJL
1849,HG03790,ITU
1850,HG01808,CDX
1851,HG03754,STU
1852,HG01810,CDX
1854,HG01992,PEL
1855,HG03593,BEB
1856,HG01997,PEL
1857,HG03773,ITU
1858,HG03598,BEB
1859,HG02003,PEL
1860,HG03583,MSL
1861,HG03548,MSL
1862,HG02008,PEL
1863,HG03567,MSL
1864,HG02010,ACB
1865,HG03595,BEB
1867,HG03603,BEB
1868,HG03672,STU
1869,HG03687,STU
1870,HG02084,KHV
1871,HG03684,STU
1872,HG03694,STU
1873,HG02089,PEL
1874,HG03689,STU
1875,HG03973,ITU
1876,HG03691,STU
1877,HG03978,ITU
1878,HG02104,PEL
1879,HG03615,BEB
1880,HG03985,STU
1881,HG02111,ACB
1882,HG03634,PJL
1883,HG02116,KHV
1885,HG02128,KHV
1886,HG03730,ITU
1887,HG03911,BEB
1888,HG02130,KHV
1889,HG03742,ITU
1890,HG03916,BEB
1891,HG03999,STU
1892,HG03928,BEB
1893,HG02166,CDX
1894,HG04017,ITU
1895,HG03884,STU
1896,HG02173,CDX
1898,HG03896,STU
1899,HG02178,CDX
1900,HG04029,STU
1902,HG02180,CDX
1903,HG03803,BEB
1904,HG02185,CDX
1905,HG03808,BEB
1906,HG03886,STU
1907,HG03815,BEB
1908,HG02224,IBS
1909,HG03898,STU
1911,HG02231,IBS
1912,HG03848,STU
1913,HG02236,IBS
1914,HG03850,STU
1915,HG03947,STU
1916,HG02250,CDX
1917,HG03862,ITU
1918,HG02142,KHV
1919,HG03867,ITU
1920,HG03846,STU
1921,HG02147,PEL
1922,HG03874,ITU
1923,HG04003,STU
1924,HG02154,CDX
1925,HG03824,BEB
1926,HG04015,ITU
1927,HG01973,PEL
1928,HG03829,BEB
1929,HG04022,ITU
1930,HG04039,STU
1931,HG01980,PEL
1932,HG03836,STU
1934,HG01985,ACB
1935,HG03937,BEB
1937,HG02053,ACB
1938,HG03944,STU
1939,HG04060,ITU
1940,HG02058,KHV
1941,HG03949,STU
1942,HG03858,STU
1943,HG02060,KHV
1944,HG03951,STU
1945,HG03872,ITU
1946,HG02072,KHV
1948,HG03800,BEB
1949,NA12273,CEU
1951,HG03805,BEB
1952,HG02419,ACB
1953,HG03812,BEB
1954,HG02433,ACB
1955,HG03817,BEB
1956,HG02445,ACB
1957,NA12348,CEU
1958,HG02464,GWD
1959,HG03913,BEB
1960,HG02558,ACB
1961,HG03920,BEB
1962,NA12413,CEU
1963,HG03925,BEB
1964,NA12716,CEU
1965,HG02577,ACB
1966,HG03963,ITU
1967,NA12761,CEU
1968,HG03968,ITU
1969,HG02589,GWD
1971,NA12778,CEU
1972,HG03778,ITU
1973,NA12812,CEU
1974,HG03780,ITU
1975,HG02281,ACB
1976,HG03785,ITU
1977,NA12829,CEU
1978,HG02286,PEL
1979,HG03792,ITU
1980,NA12843,CEU
1981,NA12155,CEU
1982,NA12874,CEU
1983,HG02298,PEL
1984,NA12249,CEU
1985,HG02301,PEL
1986,NA12275,CEU
1987,HG04229,STU
1988,HG02471,ACB
1989,NA12282,CEU
1990,HG04301,GBR
1991,HG02476,ACB
1992,NA12287,CEU
1993,NA06985,CEU
1994,HG02490,PJL
1995,NA12340,CEU
1996,HG02318,ACB
1997,NA12383,CEU
1998,HG02325,ACB
1999,NA12489,CEU
2000,HG02332,ACB
2001,NA10851,CEU
2002,HG02337,ACB
2004,HG02508,ACB
2005,NA11830,CEU
2006,NA10847,CEU
2007,HG02522,KHV
2008,NA11892,CEU
2009,HG02541,ACB
2010,HG02546,ACB
2011,NA11931,CEU
2012,HG02351,CDX
2014,NA11840,CEU
2015,HG02356,CDX
2016,NA12004,CEU
2017,NA12045,CEU
2019,HG04238,ITU
2020,HG02375,CDX
2021,HG04303,GBR
2022,HG04173,BEB
2023,HG02382,CDX
2024,NA06994,CEU
2025,HG04180,BEB
2027,NA07000,CEU
2028,HG04185,BEB
2029,HG02394,CDX
2031,HG02399,CDX
2032,HG02402,CDX
2033,NA07048,CEU
2034,HG04200,ITU
2035,HG02407,CDX
2036,HG04212,ITU
2037,HG02255,ACB
2039,HG02262,PEL
2041,HG02274,PEL
2042,HG04194,BEB
2043,HG04159,BEB
2044,HG02604,PJL
2045,HG04161,BEB
2046,HG02611,GWD
2047,HG04202,ITU
2048,HG04096,ITU
2049,HG02623,GWD
2050,HG04214,ITU
2052,HG02628,GWD
2053,HG04219,ITU
2055,HG04093,ITU
2056,NA18555,CHB
2057,HG02635,GWD
2058,HG04098,ITU
2059,NA18562,CHB
2060,HG02642,GWD
2061,HG04106,STU
2062,NA18567,CHB
2063,HG04118,ITU
2064,NA18574,CHB
2067,NA18579,CHB
2068,HG02786,PJL
2070,NA18593,CHB
2071,HG02793,PJL
2073,NA18606,CHB
2074,HG02798,GWD
2075,HG04062,ITU
2076,NA18613,CHB
2077,NA18618,CHB
2078,HG02813,GWD
2079,HG04144,BEB
2080,NA18620,CHB
2082,NA18625,CHB
2083,HG02971,ESN
2084,NA18632,CHB
2085,HG02976,ESN
2086,HG04156,BEB
2087,NA18637,CHB
2088,HG02983,GWD
2089,NA18644,CHB
2090,HG03006,BEB
2091,HG04182,BEB
2092,NA18740,CHB
2093,HG03018,PJL
2094,NA18745,CHB
2095,HG02654,PJL
2096,NA18538,CHB
2097,NA18757,CHB
2098,NA18545,CHB
2100,HG02661,PJL
2101,NA18552,CHB
2102,NA18853,YRI
2103,HG02666,GWD
2104,NA18557,CHB
2105,NA18916,YRI
2106,HG02678,GWD
2107,NA18564,CHB
2108,NA18923,YRI
2109,NA18571,CHB
2110,HG02685,PJL
2111,NA18576,CHB
2112,NA18595,CHB
2113,NA18942,JPT
2114,HG02697,PJL
2115,NA18603,CHB
2116,NA18947,JPT
2117,HG02700,PJL
2118,NA18608,CHB
2119,NA18954,JPT
2120,NA18610,CHB
2121,NA18959,JPT
2122,HG02724,PJL
2123,NA18615,CHB
2124,NA18961,JPT
2125,NA18622,CHB
2126,NA18966,JPT
2127,HG02731,PJL
2128,NA18627,CHB
2129,NA18973,JPT
2130,HG02736,PJL
2131,NA18634,CHB
2132,NA18978,JPT
2134,NA18639,CHB
2135,HG02774,PJL
2136,NA18641,CHB
2137,NA19058,JPT
2138,NA18646,CHB
2139,NA19060,JPT
2140,HG02820,GWD
2141,NA18747,CHB
2142,NA19065,JPT
2143,HG02837,GWD
2144,NA19031,LWK
2145,NA19072,JPT
2146,HG02851,GWD
2147,NA19036,LWK
2148,NA19077,JPT
2149,NA19043,LWK
2150,NA19084,JPT
2151,HG02870,GWD
2152,NA19055,JPT
2153,NA19089,JPT
2154,HG02882,GWD
2155,NA19062,JPT
2156,NA19091,JPT
2157,HG02887,GWD
2158,NA19067,JPT
2159,NA19096,YRI
2160,HG03025,GWD
2161,NA19074,JPT
2162,HG03049,GWD
2163,NA19079,JPT
2164,NA19081,JPT
2165,HG02938,ESN
2166,NA19086,JPT
2167,NA19093,YRI
2168,NA18505,YRI
2169,HG02952,ESN
2170,NA19098,YRI
2171,NA18517,YRI
2173,NA12890,CEU
2174,NA18531,CHB
2176,NA18536,CHB
2177,NA18499,YRI
2178,NA18543,CHB
2179,HG03241,GWD
2180,NA18502,YRI
2181,NA18548,CHB
2182,HG03246,GWD
2183,NA18507,YRI
2184,NA18550,CHB
2185,HG03258,GWD
2186,NA18519,YRI
2187,NA19116,YRI
2188,HG03265,ESN
2189,NA18526,CHB
2190,NA18533,CHB
2191,NA19130,YRI
2192,HG03291,ESN
2193,NA18968,JPT
2194,HG03342,ESN
2195,NA18970,JPT
2196,NA19147,YRI
2197,HG03354,ESN
2198,NA18975,JPT
2200,NA18982,JPT
2201,NA19159,YRI
2202,HG03366,ESN
2203,NA18987,JPT
2205,NA18994,JPT
2206,NA18999,JPT
2207,HG03169,ESN
2208,NA19000,JPT
2209,NA18858,YRI
2210,HG03171,ESN
2211,NA19005,JPT
2212,NA19012,JPT
2213,NA18865,YRI
2214,HG03190,ESN
2215,NA19017,LWK
2216,HG03121,ESN
2217,NA19024,LWK
2218,NA18877,YRI
2219,HG03126,ESN
2220,NA12718,CEU
2221,NA18909,YRI
2222,HG03133,ESN
2223,NA12749,CEU
2224,NA12751,CEU
2225,NA19248,YRI
2226,HG03157,ESN
2227,NA12763,CEU
2229,NA12775,CEU
2230,NA19318,LWK
2231,HG03304,ESN
2232,NA19320,LWK
2234,NA12814,CEU
2235,NA19332,LWK
2236,HG03311,ESN
2237,NA19351,LWK
2238,HG03195,ESN
2239,NA18879,YRI
2240,NA19375,LWK
2241,NA18881,YRI
2242,NA18980,JPT
2243,HG03234,PJL
2244,NA18985,JPT
2245,HG03099,ESN
2246,NA18992,JPT
2247,NA18997,JPT
2248,HG03114,ESN
2249,NA18944,JPT
2250,NA19003,JPT
2251,NA18949,JPT
2252,NA19010,JPT
2253,HG03378,MSL
2254,NA18951,JPT
2255,NA19027,LWK
2256,HG03380,MSL
2257,NA18956,JPT
2258,NA19041,LWK
2259,HG03385,MSL
2260,NA18963,JPT
2261,NA19185,YRI
2262,HG03397,MSL
2263,NA19197,YRI
2264,HG03063,MSL
2265,NA19113,YRI
2266,NA19200,YRI
2267,HG03082,MSL
2268,NA19118,YRI
2270,NA19236,YRI
2271,NA19137,YRI
2272,NA20517,TSI
2273,HG03518,ESN
2274,NA19144,YRI
2275,NA20524,TSI
2276,HG03520,ESN
2277,NA19149,YRI
2278,NA20529,TSI
2279,HG03607,BEB
2280,NA20531,TSI
2281,HG03619,PJL
2282,NA19175,YRI
2283,NA20536,TSI
2285,NA20543,TSI
2286,NA20581,TSI
2288,NA19207,YRI
2289,NA20586,TSI
2290,NA19214,YRI
2291,NA20752,TSI
2292,NA20757,TSI
2293,NA20764,TSI
2294,HG03690,STU
2295,NA18867,YRI
2296,NA20769,TSI
2297,HG03695,STU
2298,NA18874,YRI
2299,NA20771,TSI
2300,HG03640,PJL
2302,HG03645,STU
2303,NA19818,ASW
2304,HG03652,PJL
2305,NA19238,YRI
2307,NA19914,ASW
2309,NA19257,YRI
2310,NA19921,ASW
2311,NA19308,LWK
2312,HG03594,BEB
2313,NA19310,LWK
2314,NA20276,ASW
2315,NA19315,LWK
2316,NA20783,TSI
2317,NA19327,LWK
2318,NA20790,TSI
2319,HG03703,PJL
2320,NA19334,LWK
2321,NA20795,TSI
2322,HG03708,PJL
2323,NA20803,TSI
2324,NA20502,TSI
2325,NA20808,TSI
2327,NA20507,TSI
2328,NA20810,TSI
2329,HG03549,MSL
2330,NA20514,TSI
2331,NA20815,TSI
2332,HG03556,MSL
2333,NA20519,TSI
2334,NA20822,TSI
2335,HG03563,MSL
2336,NA20521,TSI
2337,NA20827,TSI
2338,HG03575,MSL
2340,NA20846,GIH
2341,HG03431,MSL
2342,NA20533,TSI
2343,NA20853,GIH
2344,HG03436,MSL
2345,NA20538,TSI
2347,NA20540,TSI
2348,NA19471,LWK
2349,HG03455,MSL
2350,NA20588,TSI
2351,NA19654,MXL
2352,HG03462,MSL
2353,NA20754,TSI
2354,NA20759,TSI
2355,NA19661,MXL
2356,HG03479,MSL
2357,NA19346,LWK
2358,NA19678,MXL
2359,HG03931,BEB
2360,NA19360,LWK
2361,HG03943,STU
2362,NA19372,LWK
2365,NA19377,LWK
2366,NA19700,ASW
2367,HG03950,STU
2368,NA19384,LWK
2369,HG03955,STU
2370,NA19391,LWK
2371,NA19712,ASW
2372,HG03823,BEB
2374,NA19717,MXL
2375,HG03830,BEB
2376,NA19404,LWK
2377,NA19428,LWK
2378,NA19729,MXL
2380,NA19430,LWK
2381,NA19731,MXL
2383,NA19435,LWK
2384,HG03753,STU
2385,NA19454,LWK
2386,NA19750,MXL
2387,HG03760,STU
2388,NA19461,LWK
2389,NA20339,ASW
2390,HG03765,PJL
2391,NA19466,LWK
2393,HG03772,ITU
2394,NA19473,LWK
2395,NA20346,ASW
2396,HG03722,ITU
2397,NA19625,ASW
2398,HG03727,ITU
2399,NA19649,MXL
2400,HG03741,STU
2401,NA19651,MXL
2402,NA20505,TSI
2403,HG03746,STU
2404,NA20512,TSI
2405,HG03777,ITU
2406,NA19663,MXL
2408,HG03784,ITU
2409,NA19670,MXL
2410,NA19394,LWK
2411,HG03789,ITU
2412,NA19788,MXL
2413,NA19399,LWK
2414,HG03796,BEB
2415,NA19438,LWK
2416,NA19795,MXL
2417,NA19440,LWK
2418,HG03809,BEB
2419,NA19834,ASW
2420,NA19445,LWK
2422,NA19904,ASW
2423,NA19452,LWK
2424,NA19909,ASW
2425,NA19457,LWK
2426,HG03905,BEB
2427,NA19916,ASW
2428,NA19755,MXL
2429,HG03917,BEB
2430,NA19923,ASW
2431,NA19762,MXL
2433,NA19774,MXL
2435,NA20127,ASW
2436,NA19779,MXL
2437,HG03885,STU
2439,HG03897,STU
2440,NA19682,MXL
2441,NA19786,MXL
2442,HG03900,STU
2443,HG03854,STU
2444,NA19707,ASW
2445,HG03861,ITU
2446,HG03866,ITU
2447,NA19719,MXL
2449,HG03873,ITU
2450,NA20334,ASW
2451,NA19726,MXL
2452,NA21142,GIH
2453,NA07357,CEU
2454,NA19740,MXL
2455,NA19752,MXL
2456,NA19764,MXL
2457,HG04302,GBR
2458,NA19771,MXL
2459,NA06986,CEU
2460,NA19776,MXL
2461,NA19783,MXL
2462,HG04042,STU
2463,NA20278,ASW
2464,HG04047,STU
2465,HG04054,ITU
2466,HG04059,ITU
2467,NA20904,GIH
2468,HG04061,ITU
2469,HG04080,ITU
2470,NA20911,GIH
2471,NA20317,ASW
2472,NA21089,GIH
2475,NA21091,GIH
2476,HG04155,BEB
2477,NA20884,GIH
2478,HG04162,BEB
2479,NA20348,ASW
2480,NA20889,GIH
2482,NA20891,GIH
2483,NA20355,ASW
2484,NA20896,GIH
2485,HG04186,BEB
2486,NA20362,ASW
2487,NA21116,GIH
2488,NA20761,TSI
2489,NA21123,GIH
2490,HG04100,STU
2491,NA20766,TSI
2492,NA21128,GIH
2493,HG04131,BEB
2494,NA20773,TSI
2495,NA21130,GIH
2496,NA20778,TSI
2497,NA21135,GIH
2498,HG04198,ITU
2499,NA20785,TSI
2500,NA20858,GIH
2501,HG04206,ITU
2502,NA20792,TSI
2503,NA20872,GIH
2504,HG04225,ITU
2505,NA20797,TSI
2506,NA20877,GIH
2507,HG03967,ITU
2508,NA20800,TSI
2509,NA21104,GIH
2510,HG03974,ITU
2511,NA20805,TSI
2512,NA21109,GIH
2513,HG03986,STU
2514,NA20812,TSI
2515,NA21111,GIH
2516,HG03998,STU
2517,NA20829,TSI
2518,HG04023,ITU
2519,NA20831,TSI
2520,HG04035,STU
2521,NA21137,GIH
2522,NA18486,YRI
2523,NA21144,GIH
2525,NA18501,YRI
2526,NA20874,GIH
2527,NA18520,YRI
2528,NA18525,CHB
2529,NA20881,GIH
2530,NA18532,CHB
2531,NA20886,GIH
2532,NA18537,CHB
2534,NA18544,CHB
2536,NA18549,CHB
2537,NA20901,GIH
2538,NA18563,CHB
2539,NA20906,GIH
2540,NA18570,CHB
2541,NA21086,GIH
2542,NA18582,CHB
2543,NA18599,CHB
2544,NA18602,CHB
2545,NA18614,CHB
2546,NA18619,CHB
2547,NA18621,CHB
2548,NA21113,GIH
2549,NA18626,CHB
2550,NA21118,GIH
2551,NA18633,CHB
2552,NA21120,GIH
2553,NA18638,CHB
2554,NA21125,GIH
2555,NA18640,CHB
2556,NA21093,GIH
2557,NA18645,CHB
2558,NA21098,GIH
2559,NA18791,CHB
2560,NA21101,GIH
2561,NA18979,JPT
2562,NA21106,GIH
2563,NA18981,JPT
2564,NA20850,GIH
2565,NA18986,JPT
2566,NA20862,GIH
2567,NA18993,JPT
2568,NA20867,GIH
2569,NA18998,JPT
2570,NA19004,JPT
2571,NA19009,JPT
